Indicador;Setor;Curso;Nota;ID;Justificativa;Categoria_Bardin;Tags_IA;Pontos_Negativos
1.20;Campus Reitoria;Ciências Exatas Quimica (Licenciatura);4,00;2275330;Entretanto, não foram identificadas evidências de pesquisas formais com a comunidade acadêmica ou externa, como consultas estruturadas a egressos, professores da Educação Básica ou gestores de redes escolares, que subsidiem a definição ou readequação do número de vagas.;Gestão e Feedback;"[""#ausencia_pesquisa_egressos"", ""#planejamento_de_vagas_sem_subsidio"", ""#feedback_comunidade_externa""]";Ausência de pesquisas formais e estruturadas com stakeholders (egressos, docentes da educação básica e gestores escolares) para fundamentar tecnicamente a definição ou alteração do número de vagas ofertadas.
1.20;Complexo Hospital de Clínicas;LETRAS PORTUGUÊS (Bacharelado);4,00;2324555;"4 RESOLUÇÃO nº 37/97-CEPE, aprovou as normas básicas de controle e registro da atividade acadêmica dos cursos de gr noturnas, abertas anualmente por meio do Vestibular e das vagas disponibilizadas pelo SISU. Conforme ofício apresentado pela IES as vagas disponibiliza pela IES, pela visita virtual às instalações, pelo robusto ""pacote"" de programas de apoio ao discente, pelas ferramentas TIC's, pelo acesso ao vasto acervo «";Formalização da Inovação e Diferenciação;"[""#justificativa_incompleta"", ""#excessiva_normatizacao"", ""#ausencia_de_diferenciais_qualitativos""]";A justificativa apresenta-se incompleta e truncada ao final ('acervo «'), demonstrando falha na formalização do parecer técnico. Além disso, foca excessivamente em aspectos normativos e burocráticos datados (Resolução de 1997) e processos de ingresso (SISU/Vestibular), falhando em descrever os diferenciais qualitativos, de inovação ou de pesquisa específicos para o Bacharelado em Letras que justificariam a nota máxima (5,00).
1.20;Juvevê;MEDICINA (Bacharelado);2,00;2132838;"O número de vagas, 200 vagas anuais, foi estabelecido pela Reitoria da UFPR em 2023 (Oficio nº 675/2023/UFPR/R/GAB), a partir da solicitação da Secretária de Educação Superior (SESu) a partir dos dados relativos aos cursos médicos das Instituições Federais de Educação Superior (IFES), especialmente a relação entre vagas/docentes; matrículas/docentes; vagas ofertadas nos cursos médicos vinculados aos hospitais geridos pela EBSERH e alunos por leito nestes hospitais (Ofício Circular Nº 4/2023/GAB/SESU/SESu-MEC). Não foram realizados estudos periódicos, qualitativos e quantitativos, tampouco pesquisas com a comunidade acadêmica que com provam sua adequação à dimensão do corpo docente, infraestrutura física e tecnológica para o ensino e pesquisa.";Planejamento e Gestão Institucional;"[""#ausencia_estudos_viabilidade"", ""#dimensionamento_vagas_inadequado"", ""#planejamento_estrategico_deficiente""]";"Ausência de estudos periódicos (qualitativos e quantitativos) que fundamentem o dimensionamento de vagas; falta de consulta à comunidade acadêmica sobre a viabilidade do curso; inexistência de comprovação técnica da adequação entre o número de alunos e a capacidade instalada de infraestrutura física, tecnológica e o contingente docente."
1.21;Campus  Politécnico;Produção Cultural (Tecnologia);2,00;2412913;Mas tais dados não fundamentam estudos qualitativos e quantitativos que comprovem a adequação à dimensão do corpo docente. A única justificativa apresentada pela coordenação do curso para a quantidade de vagas refere-se ao número reduzido de docentes disponíveis. Ou seja, não foram apresentados estudosdetalhados que demonstrem a necessidade de demanda profissional na região, a oferta de cursos similares na localidade ou relatórios de adequação às dimensões do corpo docente e dainfraestrutura. Quantidade de notas < 5: 3 Média destas notas: 3.33 Termos Frequentes: escolas(8), convênios(7), pedagógicas(7), documentadas(7), estágio(6), desenvolvimento(6), ações(6), experiências(5), pública(4), educação(4), básica(4), atividades(4), práticas(4), permitem(4), apresentadas(4);Projeto Pedagógico e Curricular;"[""#estudo_de_demanda_inexistente"", ""#dimensionamento_de_vagas"", ""#inadequacao_infraestrutura_docente""]";"Ausência de estudos qualitativos e quantitativos que fundamentem o número de vagas ofertadas; falta de análise de demanda profissional regional e de concorrência local; inexistência de relatórios técnicos que comprovem a adequação da infraestrutura e do corpo docente às dimensões do curso."
1.21;Campus Jandaia Do Sul;QUÍMICA (Bacharelado);2,00;2289302;Os convênios e ações promovem integração com a rede pública de ensino conforme termos de estágio e convênios com a rede pública que foram disponibilizados. A análise dos planos de atividades demonstraram que os estágios permitem o desenvolvimento, a testagem, a execução e a avaliação de estratégias didático-pedagógicas, inclusive com o uso de tecnologias educacionais, como nas atividades inovadoras e exitosas: uso de escape room, oficina pedagógica e elaboração de planos de ação docente. Não foram encontradas evidências das experiências referentes às ações serem documentadas, abrangentes e consolidadas e de resultados relevantes para os discentes e para as escolas de educação básica a partir da análise da documentação apresentada. O Relatório de Estágio é um documento com informações limitadas.;Formalização da Inovação e Diferenciação;"[""#ausencia_de_evidencias"", ""#documentacao_insuficiente"", ""#impacto_pedagogico_nao_comprovado""]";"Ausência de evidências documentais que comprovem a consolidação e a abrangência das ações pedagógicas; falta de comprovação de resultados relevantes para os alunos e para as escolas parceiras; relatórios de estágio com conteúdo informativo insuficiente e limitado."
1.21;Centro Politécnico;Ciências Exatas Quimica (Licenciatura);4,00;2275330;Todavia, não foram encontradas evidencias ou experiências (documentadas) que possam ser caracterizadas como inovadoras ou exitosas em nível institucional.;Formalização da Inovação e Diferenciação;"[""#ausencia_de_inovacao"", ""#falta_de_evidencias"", ""#experiencias_exitosas_inexistentes""]";Ausência de comprovação documental sobre práticas inovadoras e inexistência de evidências relativas a experiências institucionais exitosas.
2.1;Campus  Politécnico;Ciências Exatas Quimica (Licenciatura);4,00;2275330;Contudo, não foram apresentadas evidências que comprovem, de forma consolidada, a efetiva articulação reflexiva entre teoria e prática com resultados documentados. Dimensão 2: CORPO DOCENTE E TUTORIAL 3,93 Quantidade de notas < 5: 7 Média destas notas: 3.43 Termos Frequentes: membros(18), integral(15), documentos(13), atualização(13), núcleo(13), coordenador(12), reuniões(12), atuação(12), avaliação(11), composição(11), estruturante(10), resolução(9), extensão(9), docentes(9), acadêmica(9);Corpo Docente e Tutorial;"[""#articulacao_teoria_pratica"", ""#atuacao_nde_insuficiente"", ""#falta_evidencia_documental""]";"Ausência de evidências documentais sobre a articulação entre teoria e prática; fragilidades na atuação e registro das atividades do Núcleo Docente Estruturante (NDE); falta de comprovação de reuniões, atualizações e da efetiva gestão acadêmica por parte da coordenação e do corpo docente."
2.1;Campus Jandaia Do Sul;LETRAS INGLÊS (Licenciatura);4,00;2322586;Entretanto, observa-se que, desde o último ato regulatório (2018/2019), houve alteração integral da composição. Sendo certo que nenhum dsos docentes, da composição de 2018, permanece na atual composição definida em 2025. Assim, não se atende ao critério de manutenção de membros desde o último ato regulatório. Desse modo, verifica-se que o NDE do Curso de Licenciatura em Letras - Inglês atende plenamente aos requisitos de composição e atuação, estando devidamente constituído, com todos os membros doutores em dedicação exclusiva e o coordenador como integrante, além de desempenhar atividades de acompanhamento, consolidação e atualização do PPC, com base em atas disponíveis na pasta virtual da TES. Todavia, pela ausência de continuidade de membros desde o último ato regulatório, atribui-se ao indicador conceito 4.;Corpo Docente e Tutorial;"[""#rotatividade_nde"", ""#manutencao_membros_nde"", ""#continuidade_academica""]";Ausência de continuidade histórica na composição do Núcleo de Docente Estruturante (NDE), com renovação integral (100%) dos membros desde o último ato regulatório, impossibilitando o atendimento ao critério de manutenção de parte do colegiado.
2.1;Complexo Hospital de Clínicas;Ciências Exatas Quimica (Licenciatura);3,00;2275330;Entretanto, não foram evidenciados estudos sistematizados, por parte da coordenação do curso, em articulação com o NDE e com o apoio da CPA, que analisem de forma aprofundada o impacto do sistema de avaliação da aprendizagem na formação dos licenciandos em Química.;Desempenho e Avaliação Discente;"[""#avaliacao_da_aprendizagem"", ""#articulacao_NDE_CPA"", ""#analise_de_impacto_pedagogico""]";Ausência de estudos sistemáticos e aprofundados sobre o impacto do sistema de avaliação da aprendizagem na formação dos alunos, somada à falta de articulação entre a Coordenação, o NDE e a CPA para realizar essa análise.
2.3;Campus  Politécnico;Ciências Exatas Quimica (Licenciatura);3,00;2275330;Contudo, observou-se que através da reunião com a equipe multidisciplinar que não há uma representatividade de profissionais da área de Química, o que pode limitar a abordagem técnica e didática dos conteúdos específicos dessa disciplina na elaboração dos materiais didáticos para garantir maior aderência às especificidades de todas as áreas do conhecimento envolvidas. Quantidade de notas < 5: 4 Média destas notas: 3.75 Termos Frequentes: coordenador(12), atuação(12), virtual(9), documentos(9), reuniões(8), plano(8), ação(8), discentes(8), docentes(8), integral(7), comissão(7), trabalho(6), apresentado(6), gestão(6), durante(6);Corpo Docente e Tutorial;"[""#equipe_multidisciplinar_incompleta"", ""#material_didatico_fragilizado"", ""#ausencia_de_especialistas""]";Ausência de profissionais da área de Química na equipe multidisciplinar, resultando em materiais didáticos com limitações técnicas e didáticas e falta de aderência às especificidades do curso.
2.3;Campus Litoral;QUÍMICA (Bacharelado);3,00;2289302;"Baseado na Cópia do Projeto Pedagógico de Curso (PPC) extraído do sistema-emec (o PPC não foi apensado ao sistema e-mec no link ""Visualizar PPC""), a atuação do coordenador está de acordo com o apresentado no PPC. Segundo relato dos docentes obtido durante a reunião virtual in loco, o coordenador atende à demanda existente, considerando a gestão do curso, a relação com os docentes. O coordenador é membro do colegiado do curso, do NDE, do conselho setorial de exatas, da comissão de atividades formativas e da comissão de estágio da licenciatura. Segundo constatado pela comissão avaliadora, o plano de ação apresentado não é de conhecimento de docentes e discentes. Informações confirmadas durante as reuniões virtuais in loco. Não foram apresentados indicadores de desempenho da coordenação. NSA";Gestão e Feedback;"[""#plano_de_acao_desconhecido"", ""#ausencia_indicadores_desempenho"", ""#irregularidade_documental_emec""]";"Ausência do PPC no campo específico do sistema e-MEC; falta de disseminação e conhecimento do plano de ação da coordenação perante docentes e discentes; inexistência de indicadores de desempenho da coordenação e presença da sigla NSA (Não Suprido/Não Atendido) para critérios específicos."
2.4;Campus  Politécnico;Produção Cultural (Tecnologia);4,00;2412913;Mas não traz de forma clara indicadores de desempenho da coordenação. A partir do diálogocom docentes e discentes é possível verificar que o coordenador e administra a potencialidade do corpo docente do seu curso, favorecendo a integração e a melhoria contínua, no entanto, sem osindicadores estabelecidos essa conclusão é apenas empírica, sem dados que a validem por completo. Quantidade de notas < 5: 3 Média destas notas: 3.67 Termos Frequentes: coordenador(11), docentes(9), apresentado(7), virtual(6), discentes(6), plano(6), comissão(6), regime(5), ação(5), reunião(5), existência(5), forma(4), atuação(4), trabalho(4), documentos(4);Gestão e Feedback;"[""#indicadores_de_desempenho"", ""#gestao_da_coordenacao"", ""#ausencia_de_dados_objetivos""]";Ausência de indicadores de desempenho formalizados para a coordenação do curso e falta de dados objetivos que validem as ações de gestão, resultando em uma avaliação baseada apenas em percepções empíricas sem comprovação documental ou métrica.
2.4;Juvevê;QUÍMICA (Bacharelado);3,00;2289302;Bascado no currículo Lattes e no DOU No 8 de 13 de janeiro de 2025, o regime do coordenador é de tempo integral. Segundo relato dos docentes obtido durante a reunião virtual in loco, o coordenador atende à demanda existente, considerando a gestão do curso, a relação com os docentes. O coordenador é membro do colegiado do curso, do NDE, do conselho setorial de exatas, da comissão de atividades formativas e da comissão de estágio da licenciatura. Segundo constatado pela comissão avaliadora, o plano de ação apresentado não é de conhecimento de docentes e discentes. Informações confirmadas durante as reuniões virtuais in loco. Não foram apresentados indicadores de desempenho da coordenação.;Gestão e Feedback;"[""#plano_de_acao_desconhecido"", ""#ausencia_indicadores_gestao"", ""#falha_comunicacao_institucional""]";O plano de ação da coordenação é desconhecido pelos corpos docente e discente, evidenciando falhas na comunicação e transparência da gestão. Além disso, a ausência de indicadores de desempenho impede o monitoramento e a avaliação sistemática da eficácia da coordenação.
2.6;Campus  Politécnico;Produção Cultural (Tecnologia);4,00;2412913;Mas não traz de forma clara indicadores dedesempenho da coordenação. A partir do diálogo com docentes e discentes é possível verificar que o coordenador e administra a potencialidade do corpo docente do seu curso, favorecendo aintegração e a melhoria contínua, no entanto, sem os indicadores estabelecidos essa conclusão é apenas empírica, sem dados que a validem por completo. Quantidade de notas < 5: 3 Média destas notas: 4.00 Termos Frequentes: regime(7), atendimento(6), planejamento(6), avaliações(6), registros(5), atividades(5), documentos(4), docentes(4), dedicação(4), trabalho(4), corpo(4), discentes(4), comissão(4), demanda(3), docência(3);Gestão e Feedback;"[""#ausencia_indicadores_desempenho"", ""#gestao_sem_evidencias"", ""#falta_metricas_coordenacao""]";Ausência de indicadores de desempenho formalizados para a coordenação do curso e falta de evidências baseadas em dados que validem a eficácia da gestão, tornando a avaliação da coordenação puramente empírica e subjetiva.
2.6;Complexo Hospital de Clínicas;QUÍMICA (Bacharelado);4,00;2289302;Com base nos currículos Lattes e nas atas das reuniões do colegiado de curso de 2022 a 2025, a comissão avaliadora observou que o regime de trabalho do corpo docente permite o atendimento integral da demanda existente, considerando a dedicação à docência, o atendimento aos discentes, a participação no colegiado, o planejamento didático e a preparação e correção das avaliações de aprendizagem. Segundo documentos disponiblizados em nuvem à comissão avaliadora sobre patentes, publicações e produções acadêmicas, as atividades dos docentes estão registradas individualmente. Não foram registradas pela comissão avaliadora a utilização dos registros para planejamento e gestão da melhoria comtínua.;Gestão e Feedback;"[""#ausencia_de_melhoria_continua"", ""#gestao_academica_deficiente"", ""#uso_estrategico_de_dados""]";Embora existam registros de produção docente e patentes, a comissão identificou a ausência de utilização desses dados para o planejamento estratégico e para a gestão da melhoria contínua do curso.
2.7;Campus  Politécnico;Produção Cultural (Tecnologia);4,00;2412913;No entanto, não foram encontradas evidências que indiquem que tal registro de atividades tenha sido utilizado no planejamento e gestão paramelhoria contínua. Quantidade de notas < 5: 2 Média destas notas: 4.00 Termos Frequentes: aplica(1), verificou(1), corpo(1), possui(1), experiência(1), profissional(1), magistério(1), caracterizada(1), atualização(1), constante(1), conhecimentos(1), demandados(1), mercado(1), trabalho(1), item(1);Gestão e Feedback;"[""#melhoria_continua"", ""#gestao_academica"", ""#planejamento_estrategico""]";Ausência de evidências sobre a utilização de registros de atividades e indicadores no planejamento e na gestão acadêmica, impedindo a comprovação de processos de melhoria contínua.
2.7;Campus Litoral;CIÊNCIAS BIOLÓGICAS (Licenciatura);4,00;2323769;Não se aplica (NSA).;Formalização da Inovação e Diferenciação;"[""#ausencia_de_justificativa"", ""#falta_de_evidencias"", ""#criterios_de_excelencia_nao_atendidos""]";A utilização do termo 'Não se aplica (NSA)' como justificativa para uma nota 4,00 indica uma falha na fundamentação qualitativa da avaliação. Isso impossibilita a identificação das evidências de excelência que não foram atingidas para o alcance da nota máxima (5), demonstrando falta de transparência sobre quais critérios de inovação ou diferenciação não foram plenamente atendidos.
2.8;Campus Jandaia Do Sul;QUÍMICA (Bacharelado);1,00;2289302;Com base no currículos Lattes e nas planilhas disponibilizadas em nuvem, a comissão de avaliação constatou que o corpo docente não possui experiência na docência na educação básica. Dos 54 docentes, 4 apresentam um total de 256 meses de experiência neste nível de ensino. Sendo menor tempo de 1,7 anos.;Corpo Docente e Tutorial;"[""#experiencia_educacao_basica"", ""#perfil_docente_inadequado"", ""#indicador_2_12""]";Ausência quase total de experiência docente na educação básica entre os membros do colegiado, com apenas 7,4% do corpo docente (4 de 54) apresentando tempo de atuação nesse nível de ensino.
2.8;Centro Politécnico;Ciências Exatas Quimica (Licenciatura);3,00;2275330;No entanto, durante reunião realizada com os docentes, não foi evidenciado de forma clara se há uma prática sistematizada de elaboração e uso de avaliações diagnósticas, formativas e somativas como ferramenta para redirecionamento da prática docente. Também não se verificou, nesse momento, a atuação com liderança pedagógica nem a valorização expressiva da produção acadêmica dos docentes neste âmbito.;Gestão Pedagógica e Prática Docente;"[""#ausencia_de_feedback_pedagogico"", ""#falta_de_lideranca_academica"", ""#sistematizacao_avaliativa_inexistente""]";"Ausência de sistematização nos processos de avaliação (diagnóstica, formativa e somativa) como subsídio para o replanejamento docente; falta de evidências de liderança pedagógica ativa; e baixa produção acadêmica dos docentes voltada à melhoria do ensino e da prática pedagógica."
2.10;Campus  Politécnico;GESTÃO DE TURISMO (Tecnólogo);4,00;2372111;Pode-se obervar pela documentação apensada no E-Mec e no drive, bem como pela fala dosdocentes, que todos os professores possuem experiência de docência no Ensino Superior, com tempo de exercício, em média de 261meses (21 anos), o que demonstra que o corpo docente possui experiência que permite contribuir para a promoção de ações paraidentificar as dificuldades dos discentes, expor o conteúdo em linguagem aderente às características da turma, apresentar exemploscontextualizados com os conteúdos dos componentes curriculares, e, elaborar atividades específicas para a promoção daaprendizagem de alunos com dificuldades. Ademais, os docentes possuem experiências de ensino, pesquisa e extensãouniversitários favorecendo a constatação de elementos que caracterizem o exercício da liderança e o reconhecimento de suaprodução. Quantidade de notas < 5: 4 Média destas notas: 2.75 Termos Frequentes: distância(9), educação(8), professor(7), experiência(7), formativas(6), prática(6), avaliações(5), disciplinas(4), cursos(4), capacitação(4), apresentar(4), dificuldades(4), identificação(4), online(4), modalidade(3);Projeto Pedagógico e Curricular;"[""#avaliacao_formativa"", ""#metodologia_ead"", ""#articulacao_teoria_pratica""]";Inconsistências na aplicação de avaliações formativas e na integração entre teoria e prática dentro da modalidade a distância (EAD). Apesar da vasta experiência docente no ensino superior presencial, nota-se uma fragilidade na capacitação específica para o ambiente virtual e na implementação de metodologias que superem as dificuldades discentes no formato online.
2.10;Campus Jandaia Do Sul;GEOLOGIA (Bacharelado);4,00;2251355;Entretanto não foram identificadas uma avaliações diagnósticas, formativas e somativas, utilizando os resultados para redefinição de sua prática docente no período, exerce liderança e é reconhecido pela sua produção, impossibilitando o conceito 5 (cinco).;Desempenho e Avaliação Discente;"[""#sistema_avaliacao_aprendizagem"", ""#redefinicao_pratica_docente"", ""#feedback_pedagogico""]";Ausência de um sistema integrado de avaliações diagnósticas, formativas e somativas, e a falta de evidências de que os resultados das avaliações são utilizados para o aprimoramento e redefinição da prática docente.
2.10;Campus Litoral;Ciências Exatas Quimica (Licenciatura);3,00;2275330;Entretanto, não foi possível evidenciar, de forma consistente, o uso sistemático de avaliações diagnósticas, formativas e somativas ao longo do período letivo. Também não foram identificados registros que demonstrem a utilização dos resultados dessas avaliações como subsídio para a reorientação das práticas pedagógicas. Além disso, não foram encontrados indícios claros de atuação docente com perfil de liderança ou de reconhecimento por produção acadêmica relevante durante o período analisado.;Corpo Docente e Processos de Avaliação da Aprendizagem;"[""#metodologia_avaliacao_insuficiente"", ""#reorientacao_pedagogica_ausente"", ""#perfil_docente_fragilizado""]";"Ausência de um sistema diversificado de avaliação (diagnóstica, formativa e somativa); falta de evidências sobre o uso de resultados avaliativos para a melhoria do ensino; e corpo docente com baixa liderança e produção acadêmica insuficiente."
2.10;Centro Politécnico;AGROECOLOGIA (Tecnólogo);1,00;2369362;Apenas um professor possui experiência no exercício da educação a distância, conforme documentação apresentada e relato da coordenadora do curso. É importante ressaltar que, de acordo com a coordenadora do curso, a educação a distância não está acontecendo conforme previsto no projeto pedagógico do curso, tendo sido em determinadas ocasiões, a pedido dos estudantes, realizada de forma presencial.;Projeto Pedagógico e Curricular;"[""#experiencia_ead_insuficiente"", ""#descumprimento_ppc"", ""#desvio_de_modalidade""]";Inexistência de experiência docente coletiva na modalidade EaD (apenas um docente qualificado) e descumprimento sistemático do Projeto Pedagógico do Curso (PPC), com a substituição indevida da oferta a distância por atividades presenciais.
2.11;Campus Jandaia Do Sul;CIÊNCIAS BIOLÓGICAS (Licenciatura);4,00;2323769;Como o curso de Licenciatura em Ciências Biológicas da UFPR (Curitiba) é ofertado integralmente na modalidade pres: apresentada e aprovada, o item foi classificado como Não se Aplica (NSA).;Projeto Pedagógico e Curricular;"[""#item_nao_aplicavel"", ""#modalidade_presencial"", ""#limite_de_abrangencia_do_indicador""]";O item foi classificado como 'Não se Aplica' (NSA) devido à modalidade estritamente presencial do curso, o que impede a avaliação de critérios de excelência que poderiam elevar a nota para 5, indicando uma possível ausência de elementos híbridos ou tecnologias de informação que seriam avaliáveis mesmo no presencial.
2.11;Campus Litoral;Ciências Exatas Quimica (Licenciatura);3,00;2275330;Mas também como tutor das disciplinas que contam com carga horária na modalidade a distância (EAD). Essa dupla atuação proporciona aos docentes uma experiência relevante no exercício da tutoria na educação básica, especialmente no que se refere ao suporte às atividades pedagógicas, à mediação entre conteúdo e aprendizagem e ao acompanhamento dos discentes em seus processos formativos. Entretanto, as análises documentais realizadas e também reunião com os docentes e multidisciplinar, não evidenciaram, de forma inequívoca, a qualidade do relacionamento pedagógico estabelecido com os estudantes, tampouco o impacto direto das ações de tutoria na ampliação dos processos de ensino e aprendizagem. Além disso, não foi possível comprovar sistematicamente a orientação efetiva dos alunos por meio da sugestão de atividades e leituras complementares que contribuam diretamente para sua formação acadêmica.;Corpo Docente e Tutorial;"[""#tutoria_sem_evidencia"", ""#mediacao_pedagogica_fragil"", ""#ausencia_orientacao_academica""]";"Inexistência de evidências documentais sobre a qualidade da mediação pedagógica; falta de comprovação do impacto da tutoria na aprendizagem dos discentes; e ausência de registros sistemáticos de orientação acadêmica, especificamente quanto à indicação de atividades e leituras complementares."
2.12;Campus Jandaia Do Sul;MATEMÁTICA (Licenciatura);4,00;2289301;Porém não foram apresentados resultados relacionados à autoavaliação do colegiado.;Gestão e Feedback;"[""#autoavaliacao_colegiado"", ""#gestao_academica"", ""#melhoria_continua""]";Ausência de apresentação de resultados e evidências documentais relativos ao processo de autoavaliação do colegiado do curso.
2.12;Campus Litoral;Ciências Exatas Quimica (Licenciatura);4,00;2275330;Entretanto, embora tais funções estejam previstas e venham sendo executadas, não foram identificadas evidências documentais que comprovem a realização de avaliações periódicas formais sobre o desempenho do próprio colegiado, com vistas à implementação ou ajuste de práticas de gestão acadêmica.;Gestão e Feedback;"[""#autoavaliacao_colegiado"", ""#evidencia_documental"", ""#gestao_academica""]";Ausência de evidências documentais que comprovem a realização de avaliações formais e periódicas do desempenho do Colegiado de Curso, impossibilitando a demonstração de ajustes na gestão acadêmica baseados em autoavaliação.
2.14;Campus Litoral;Ciências Exatas Quimica (Licenciatura);2,00;2275330;Contudo, não foram apresentados exemplos concretos de contextualização dos conteúdos em relação aos componentes curriculares, o que compromete a verificação da efetiva integração entre a mediação didática dos tutores e os objetivos de aprendizagem das disciplinas.;Corpo Docente e Tutorial;"[""#contextualizacao_insuficiente"", ""#mediacao_didatica_falha"", ""#integracao_curricular_inexistente""]";"Ausência de evidências práticas de contextualização dos conteúdos; falta de alinhamento entre a atuação dos tutores e as diretrizes curriculares; fragilidade na integração da mediação pedagógica com os objetivos de aprendizagem propostos."
2.15;Campus Litoral;Ciências Exatas Quimica (Licenciatura);3,00;2275330;No entanto, não foram apresentadas evidências de um planejamento formal e devidamente documentado que regulamente essas interações, tampouco registros de avaliações periódicas voltadas à identificação de possíveis fragilidades ou ao aprimoramento da comunicação e da gestão entre os interlocutores.;Gestão e Feedback;"[""#ausencia_de_formalizacao"", ""#falha_na_gestao_e_comunicacao"", ""#inexistencia_de_feedback_periodico""]";Ausência de planejamento formal e documentado das interações institucionais, inexistência de registros de avaliações periódicas para diagnóstico de fragilidades e falta de evidências de ações para o aprimoramento da comunicação e da gestão entre os interlocutores.
2.16;Complexo Hospital de Clínicas;CIÊNCIAS BIOLÓGICAS (Licenciatura);4,00;2323769;Durante a visita in loco, a Coordenação do Curso apresentou uma lista atualizada do quadro docente. Após conferência e va docentes sem vínculo comprovado com o curso e a inclusão de novos professores, chegou-se a um total de 99 docentes. Destes, foi possível evidenciar que acadêmico-científicas no triênio. Dimensão 3: INFRAESTRUTURA;Corpo Docente e Tutorial;"[""#vinculo_docente_inexistente"", ""#producao_cientifica_insuficiente"", ""#inconsistencia_quadro_docente""]";Inconsistência documental no quadro docente, falta de comprovação de vínculo de professores com o curso e insuficiência de produção acadêmico-científica no triênio avaliado.
3.1;Campus Jandaia Do Sul;GEOGRAFIA (Licenciatura);3,00;2299015;No entanto, os espaços de trabalho para os docentes de tempo integral, por serem compartilhados entre os professores, não garantem privacidade para uso dos recursos e para o atendimento a discentes e orientandos.;Infraestrutura e Acessibilidade;"[""#gabinetes_docentes"", ""#infraestrutura_limitada"", ""#atendimento_ao_discente""]";"Ausência de gabinetes de trabalho individuais ou espaços que garantam a privacidade necessária para atividades docentes e atendimento a discentes; inadequação da infraestrutura física para o regime de tempo integral."
3.1;Campus Litoral;Ciências Exatas Quimica (Licenciatura);3,00;2275330;Contudo, durante a visita, não foi possível observar a presença de espaços que garantam a privacidade necessária para o uso desses recursos, especialmente nos gabinetes compartilhados, no que diz respeito ao atendimento a discentes e à realização de orientações acadêmicas. Esse aspecto é crucial, pois a ausência de ambientes reservados pode impactar negativamente a qualidade dessas interações.;Infraestrutura e Acessibilidade;"[""#gabinetes_de_professores"", ""#atendimento_ao_discente"", ""#infraestrutura_fisica""]";Ausência de espaços privativos para o atendimento a discentes e orientações acadêmicas, com gabinetes compartilhados que não garantem o sigilo e a qualidade das interações pedagógicas.
3.2;Campus  Politécnico;Produção Cultural (Tecnologia);2,00;2412913;No entanto a instituiçãoconta com uma sala de uso coletiva, equipada com mesas para uso dos professores, com gaveteiro chaveado e uma mesa para reuniões, de forma que esse espaço viabilizam ações acadêmicas,como planejamento didático-pedagógico. Conforme relato dos grupos entrevistados, a demanda por espaço dedicado aos professores (gabinetes) indicam que o espaço atual não atende àsnecessidades institucionais, já que não possui recursos de tecnologias da informação e comunicação apropriados. Soma-se a isso que, em uma sala coletiva, o espaço não garante privacidadepara uso dos recursos, para o atendimento a discentes e orientandos, sendo usados os diversos laboratórios do curso para essa tarefa. Quanto à guarda de material e equipamentos pessoais, comsegurança, a comissão foi informada que as gavetas chaveadas se prestam a esse papel, mas pelo quantitativo, verifica-se que não é o suficiente. Quantidade de notas < 5: 11 Média destas notas: 3.64 Termos Frequentes: atendimento(22), sala(17), espaço(16), coordenador(15), trabalho(12), realização(9), grupos(8), privacidade(8), administrativas(8), permite(7), individual(7), acadêmicas(7), necessidades(7), adequadas(7), ambiente(7);Infraestrutura e Acessibilidade;"[""#gabinetes_insuficientes"", ""#falta_privacidade_atendimento"", ""#infraestrutura_tic_precaria""]";"Ausência de gabinetes de trabalho individuais para os docentes; falta de recursos de Tecnologia da Informação e Comunicação (TIC) apropriados no espaço dos professores; inexistência de privacidade para atendimento a discentes e orientandos; insuficiência de mobiliário seguro (gaveteiros) para guarda de material pessoal; uso indevido de laboratórios de ensino para atividades administrativas e de orientação devido à precariedade da sala coletiva."
3.2;Campus  Politécnico;MATEMÁTICA (Licenciatura);4,00;2289301;No entanto, o espaço não possibilita formato distinto de trabalho.;Infraestrutura e Acessibilidade;"[""#layout_rigido"", ""#limitacao_espacial"", ""#metodologias_ativas_prejudicadas""]";A infraestrutura física apresenta rigidez, impedindo a reorganização do ambiente para atividades que fujam do modelo tradicional, o que limita a aplicação de metodologias ativas, trabalhos em grupo ou dinâmicas diferenciadas de ensino-aprendizagem.
3.2;Campus  Reitoria;GEOGRAFIA (Licenciatura);3,00;2299015;Entretanto, o espaço de trabalho do coordenador não permite o atendimento de indivíduos ou grupos com privacidade.;Infraestrutura e Acessibilidade;"[""#infraestrutura_administrativa"", ""#privacidade_atendimento"", ""#sala_coordenacao_inadequada""]";Inadequação do espaço físico da coordenação, que carece de condições de privacidade para o atendimento individual ou coletivo de alunos e docentes.
3.2;Campus Jandaia Do Sul;LETRAS INGLÊS (Licenciatura);3,00;2322586;O coordenador dispõe de uma sala de trabalho localizada no 9º andar do Edifício Pedro I, com mesa, cadeiras e armários, contando com computador com acesso à internet, impressora e scanner. Nesse mesmo espaço, funciona também o serviço de secretaria. Desse modo, não é possível, nesse local, o coordenador dar atendimento individual e privativo a quem o demandar, como estudantes e professores. Conforme depoimento do coordenador, em havendo necessidade, isso é feito em outras salas disponíveis.;Infraestrutura e Acessibilidade;"[""#atendimento_privativo_inexistente"", ""#infraestrutura_coordenacao"", ""#espaco_fisico_compartilhado""]";A sala da coordenação é compartilhada com os serviços de secretaria, o que impossibilita o atendimento individual e privativo a estudantes e professores no local designado, gerando dependência de salas externas e ocasionais.
